event_id,event_name,start_date_time,end_date_time,event_agency,event_type,event_borough,event_location,event_street_side,street_closure_type,community_board,police_precinct,latitude,longitude
774414,The LGBT Community Center Juneteenth Block Party,06/15/2024 12:00:00 PM,06/15/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,208  WEST   13 STREET between 7 AVENUE and GREENWICH AVENUE,Full,Full Street Closure,"2,","6,",40.7380084,-74.0010489
798117,Salsa en barrio end of the summer bash,09/28/2024 12:00:00 PM,09/28/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,240  EAST  109 STREET between 2 AVENUE and 3 AVENUE,Full,Full Street Closure,"11,","23,",40.792602,-73.9418791
801991,Covington family,08/10/2024 08:30:00 AM,08/10/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,340 CONVENT AVENUE between AMSTERDAM AVENUE and CONVENT AVENUE,Full,Full Street Closure,"9,","30,",40.824196,-73.9467329
754678,StageFest at PrideFest 2024,06/30/2024 10:00:00 AM,06/30/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,4 AVENUE between EAST   10 STREET and EAST    9 STREET,Full,Full Street Closure,"2, 3,","9,",43.1501767,-77.5913381
807395,Annual Rose Court Tenants Association Block Party,08/31/2024 11:00:00 AM,08/31/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,ACADEMY STREET between SHERMAN AVENUE and VERMILYEA AVENUE,Full,Full Street Closure,"12,","34,",40.8634487,-73.9231579
774235,34th Annual Tompkins Square Halloween Dog Parade,10/19/2024 12:00:00 PM,10/19/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,AVENUE A between EAST    7 STREET and ST MARKS PLACE,Full,Full Street Closure,"3,","9,",40.7973152,-73.9315153
785528,No B Festival,07/20/2024 02:00:00 PM,07/20/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,AVENUE B between EAST   13 STREET and EAST   14 STREET,Full,Full Street Closure,"3,","9,",40.722345,-73.983204
798050,Bank Street Potluck,09/17/2024 05:30:00 PM,09/17/2024 09:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,BANK STREET between WEST    4 STREET and GREENWICH AVENUE,Full,Full Street Closure,"2,","6,",40.7361022,-74.0090714
791482,135th Annual Feast of St Rocco Block Party,08/18/2024 11:30:00 AM,08/18/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BAXTER STREET between HESTER STREET and CANAL STREET,Full,Full Street Closure,"2,","5,",40.7157468,-74.000455
754638,PS 178 Carnival,06/15/2024 11:00:00 AM,06/15/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BOGARDUS PLACE between ELLWOOD STREET and HILLSIDE AVENUE,Full,Full Street Closure,"12,","34,",40.8591447,-73.9290496
790436,il Buco Pig Roast,09/22/2024 12:00:00 PM,09/22/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BOND STREET between LAFAYETTE STREET and BOWERY,Full,Full Street Closure,"2,","9,",40.7261485,-73.9931273
785306,180 Block party,08/17/2024 12:00:00 PM,08/17/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,BRADHURST AVENUE between WEST  142 STREET and WEST  143 STREET,Full,Full Street Closure,"10, 9,","30, 32,",40.8264038,-73.9405982
784771,BSA Family Welcome Event,08/16/2024 11:30:00 AM,08/16/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,BROOME STREET between VARICK STREET and 6TH AVENUE,Both,Full Street Closure,"2,","1,",40.7200095,-73.9956017
788138,Open Streets: Summer Streets - Manhattan 2,08/10/2024 07:00:00 AM,08/10/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CENTRE STREET between PARK ROW and WORTH STREET,  LAFAYETTE STREET between READE STREET and SPRING STREET,  LAFAYETTE STREET between WORTH STREET and WANAMAKER PLACE,  4 AVENUE between ASTOR PLACE and EAST   14 STREET,  UNION SQUARE EAST between EAST   14 STREET and EAST   17 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   32 STREET,  EAST  109 STREET between PARK AVENUE and 5 AVENUE,  WEST  110 STREET between DUKE ELLINGTON CIRCLE and ADAM CLAYTON POWELL BOULEVARD,  ADAM CLAYTON POWELL BOULEVARD between WEST  110 STREET and WEST  125 STREET,  PARK AVENUE between EAST   33 STREET and EAST  109 STREET,  PARK AVENUE between EAST   32 STREET and EAST   33 STREET,  5 AVENUE between EAST 109 ST and DUKE ELLINGTON CIRCLE,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  COOPER SQUARE between EAST    6 STREET and EAST    8 STREET,  ASTOR PLACE between LAFAYETTE STREET and BROADWAY,  MADISON AVENUE between EAST   23 STREET and EAST   26 STREET,  EAST   27 STREET between PARK AVENUE SOUTH and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and MADISON AVENUE,  EAST   52 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   53 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST  109 STREET and EAST  110 STREET,  EAST  109 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST  124 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD,  WEST  122 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD, Astor Place Plaza (North): Astor Place Plaza (North) 8 STREET between 4 AVE and LAFAYETTE ST, Astor Place Plaza (South): Astor Place Plaza (South) EAST    8 STREET between 4 AVENUE and LAFAYETTE STREET,  EAST   26 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   27 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  CLEVELAND PLACE between SPRING STREET and KENMARE STREET,  KENMARE STREET between LAFAYETTE STREET and CLEVELAND",Full,Full Street Closure,"1, 10, 11, 2, 3, 5, 6, 64, 8,","1, 13, 14, 17, 18, 19, 22, 23, 28, 5, 9,",40.7187691,-73.9993488
788142,Open Streets: Summer Streets - Manhattan 3,08/17/2024 07:00:00 AM,08/17/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CENTRE STREET between PARK ROW and WORTH STREET,  LAFAYETTE STREET between READE STREET and SPRING STREET,  LAFAYETTE STREET between WORTH STREET and WANAMAKER PLACE,  4 AVENUE between ASTOR PLACE and EAST   14 STREET,  UNION SQUARE EAST between EAST   14 STREET and EAST   17 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   32 STREET,  EAST  109 STREET between PARK AVENUE and 5 AVENUE,  WEST  110 STREET between DUKE ELLINGTON CIRCLE and ADAM CLAYTON POWELL BOULEVARD,  ADAM CLAYTON POWELL BOULEVARD between WEST  110 STREET and WEST  125 STREET,  PARK AVENUE between EAST   33 STREET and EAST  109 STREET,  PARK AVENUE between EAST   32 STREET and EAST   33 STREET,  5 AVENUE between EAST 109 STREET and DUKE ELLINGTON CIRCLE,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  COOPER SQUARE between EAST    6 STREET and EAST    8 STREET,  ASTOR PLACE between LAFAYETTE STREET and BROADWAY,  MADISON AVENUE between EAST   23 STREET and EAST   26 STREET,  EAST   27 STREET between PARK AVENUE SOUTH and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and MADISON AVENUE,  EAST   52 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   53 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST  109 STREET and EAST  110 STREET,  EAST  109 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST  124 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD,  WEST  122 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD, Astor Place Plaza (North): Astor Place Plaza (North) 8 STREET between 4 AVE and LAFAYETTE ST, Astor Place Plaza (South): Astor Place Plaza (South) EAST    8 STREET between 4 AVENUE and LAFAYETTE STREET,  EAST   26 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   27 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  CLEVELAND PLACE between SPRING STREET and KENMARE STREET,  KENMARE STREET between LAFAYETTE STREET and CLEVEL",Full,Full Street Closure,"1, 10, 11, 2, 3, 5, 6, 64, 8,","1, 13, 14, 17, 18, 19, 22, 23, 28, 5, 6, 9,",40.7187691,-73.9993488
788125,Open Streets: Summer Streets - Manhattan 1,08/03/2024 07:00:00 AM,08/03/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CENTRE STREET between PARK ROW and WORTH STREET,  LAFAYETTE STREET between READE STREET and SPRING STREET,  LAFAYETTE STREET between WORTH STREET and WANAMAKER PLACE,  4 AVENUE between ASTOR PLACE and EAST   14 STREET,  UNION SQUARE EAST between EAST   14 STREET and EAST   17 STREET,  PARK AVENUE SOUTH between EAST   17 STREET and EAST   32 STREET,  EAST  109 STREET between PARK AVENUE and 5 AVENUE,  WEST  110 STREET between DUKE ELLINGTON CIRCLE and ADAM CLAYTON POWELL BOULEVARD,  ADAM CLAYTON POWELL BOULEVARD between WEST  110 STREET and WEST  125 STREET,  PARK AVENUE between EAST   33 STREET and EAST  109 STREET,  PARK AVENUE between EAST   32 STREET and EAST   33 STREET,  5 AVENUE between EAST 109 STREET and DUKE ELLINGTON CIRCLE,  READE STREET between ELK STREET and BROADWAY,  COOPER SQUARE between EAST    6 STREET and EAST    8 STREET,  ASTOR PLACE between LAFAYETTE STREET and BROADWAY,  MADISON AVENUE between EAST   23 STREET and EAST   26 STREET,  EAST   27 STREET between PARK AVENUE SOUTH and MADISON AVENUE,  EAST   41 STREET between PARK AVENUE and MADISON AVENUE,  EAST   52 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   53 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST  109 STREET and EAST  110 STREET,  EAST  109 STREET between PARK AVENUE and LEXINGTON AVENUE,  WEST  124 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD,  WEST  122 STREET between ADAM CLAYTON POWELL JR BOULEVARD and MALCOLM X BOULEVARD, Astor Place Plaza (North): Astor Place Plaza (North) 8 STREET between 4 AVE and LAFAYETTE ST, Astor Place Plaza (South): Astor Place Plaza (South) EAST    8 STREET between 4 AVENUE and LAFAYETTE STREET,  EAST   26 STREET between MADISON AVENUE and LEXINGTON AVENUE,  EAST   27 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  CLEVELAND PLACE between SPRING STREET and KENMARE STREET,  KENMARE STREET between LAFAYETTE STREET and CLEVELAND PLACE,  PARK AVENUE between EAST   40 STREET and EA",Full,Full Street Closure,"1, 10, 11, 2, 3, 5, 6, 64, 8,","1, 13, 14, 17, 18, 19, 22, 23, 28, 5, 9,",40.7187691,-73.9993488
795035,Back to School Block Party,08/31/2024 01:00:00 PM,08/31/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,CHISUM PLACE between WEST  141 STREET and WEST  142 STREET,Full,Full Street Closure,"10,","32,",40.8174968,-73.9361625
757221,Stonewall National Monument Visitor Center Grand Opening,06/28/2024 03:30:00 PM,06/28/2024 06:17:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CHRISTOPHER STREET between 7 AVENUE SOUTH and WAVERLY PLACE,  CHRISTOPHER STREET between WAVERLY PLACE and GREENWICH AVENUE,  GROVE STREET between WASHINGTON PLACE and WAVERLY PLACE,  WAVERLY PLACE between CHRISTOPHER STREET and AVENUE OF AMERICAS,  WAVERLY PLACE between WEST   10 STREET and AVENUE OF AMERICAS",Full,Full Street Closure,"2,","6,",40.7329877,-74.0069062
797719,Back to school block party,09/07/2024 02:00:00 PM,09/07/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,CONVENT AVENUE between WEST  145 STREET and WEST  146 STREET,Full,Full Street Closure,"9,","30,",40.8167235,-73.9526278
799608,Planet Fashion TV,09/07/2024 11:30:00 AM,09/07/2024 09:45:00 PM,Street Activity Permit Office,Street Event,Manhattan,"CORTLAND ALLEY between WALKER ST and WHITE ST,  BROADWAY between WHITE STREET and WALKER STREET",Both,Full Street Closure,"1,","1, 5,",40.71617,-74.00494
765291,Rock the Block 2024,09/08/2024 11:00:00 AM,09/08/2024 01:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,DUANE STREET between GREENWICH STREET and HUDSON STREET,Full,Full Street Closure,"1,","1,",40.7163082,-74.0077325
781574,East Side Tabernacle Outreach,08/17/2024 11:00:00 AM,08/17/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST    2 STREET between AVENUE B and AVENUE C,Full,Full Street Closure,"3,","9,",40.7224827,-73.9845251
789810,Harvest Fair,09/28/2024 12:00:00 PM,09/28/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST    5 STREET between AVENUE C and AVENUE D,Full,Full Street Closure,"3,","9,",40.7223859,-73.9785338
782448,9th Street A-1 Block Association Block Party,09/21/2024 11:00:00 AM,09/21/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST    9 STREET between 1 AVENUE and AVENUE A,Full,Full Street Closure,"3,","9,",40.7117446,-73.9961249
764441,Summer Street theater,08/03/2024 02:00:00 PM,08/03/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   10 STREET between 1 AVENUE and 2 AVENUE,Full,Full Street Closure,"3,","9,",40.7316162,-73.9911624
777157,A1 E 10th St Block Party,08/10/2024 09:00:00 AM,08/10/2024 04:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST   10 STREET between 1 AVENUE and AVENUE A,Full,Full Street Closure,"3,","9,",40.7316162,-73.9911624
797801,Savory Autumn Soiree,09/26/2024 05:00:00 PM,09/26/2024 11:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   17 STREET between PARK AVENUE SOUTH and 5 AVENUE,Full,Full Street Closure,"5,","13,",40.7793243,-73.9607575
753000,Halloween Block Party,10/31/2024 03:30:00 PM,10/31/2024 08:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST   18 STREET between 3 AVENUE and 2 AVENUE,Full,Full Street Closure,"6,","13,",40.7379595,-73.9905044
808301,PS40 Creepy Carnival,10/26/2024 11:00:00 AM,10/26/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   21 STREET between 1 AVENUE and 2 AVENUE,Full,Full Street Closure,"6,","13,",40.7370812,-73.9829618
737850,Abbott Dash to the Finish Line 5K,11/02/2024 07:00:00 AM,11/02/2024 11:30:00 AM,Street Activity Permit Office,Street Event,Manhattan,"EAST   47 STREET between 2 AVENUE and 1 AVENUE,  1 AVENUE between EAST   47 STREET and EAST   42 STREET,  EAST   42 STREET between 1 AVENUE and 6 AVE,  6 AVENUE between WEST   42 STREET and WEST   59 STREET,  WEST   59 STREET between 6 AVENUE and 5 AVENUE,  GRAND ARMY PLAZA between WEST   59 STREET and WEST 60 ST",Full,Full Street Closure,"5, 6, 64,","14, 17, 18, 22,",40.7161577,-73.9950514
779330,Puma Manchester City Event,07/25/2024 10:00:00 AM,07/25/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"EAST   49 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   49 STREET and EAST   50 STREET,  MADISON AVENUE between EAST   49 STREET and EAST   48 STREET",Full,Full Street Closure,"5,","18,",40.7527393,-73.9653878
783727,Beekman Place Association Halloween Party,10/27/2024 03:00:00 PM,10/27/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST   50 STREET between BEEKMAN PLACE and DEAD END,Full,Full Street Closure,"6,","17,",40.756856,-73.9732204
798059,PS 59 Block Party,09/28/2024 12:00:00 PM,09/28/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   56 STREET between 2 AVENUE and 3 AVENUE,Full,Full Street Closure,"6,","17,",40.7619529,-73.9736649
798370,PS 183 Fall Block Party,10/19/2024 12:00:00 PM,10/19/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   66 STREET between YORK AVENUE and 1 AVENUE,Full,Full Street Closure,"8,","19,",40.7650967,-73.9615599
797771,Welcome Week Carnival and Club Fair,09/05/2024 12:00:00 PM,09/05/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   69 STREET between LEXINGTON AVENUE and PARK AVENUE,Full,Full Street Closure,"8,","19,",43.1528444,-77.5918538
805269,Marymount Manhattan College- Apple Fest 2024,10/25/2024 12:00:00 PM,10/25/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   71 STREET between 2 AVENUE and 3 AVENUE,Full,Full Street Closure,"8,","19,",43.1502218,-77.6012206
775143,St. James Church Fall Picnic,09/08/2024 11:00:00 AM,09/08/2024 02:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST   71 STREET between MADISON AVENUE and PARK AVENUE,Full,Full Street Closure,"8,","19,",43.1502218,-77.6012206
784330,"Madison Avenue Presbyterian Church Sunday, October 6th Homecoming Block Party",10/06/2024 11:30:00 AM,10/06/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   73 STREET between MADISON AVENUE and PARK AVENUE,Full,Full Street Closure,"8,","19,",40.7177403,-73.9914821
790946,Ronald McDonald House New York Block Party,09/21/2024 10:00:00 AM,09/21/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   73 STREET between YORK AVENUE and 1 AVENUE,Full,Full Street Closure,"8,","19,",40.7177403,-73.9914821
799290,YCS Fall Festival,10/27/2024 11:00:00 AM,10/27/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   88 STREET between 1 AVENUE and YORK AVENUE,Full,Full Street Closure,"8,","19,",40.7795396,-73.9516466
754471,Asphalt Screams,10/25/2024 03:30:00 PM,10/25/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   90 STREET between EAST END AVENUE and YORK AVENUE,Full,Full Street Closure,"8,","19,",40.7818,-73.9577
764228,Senior Class celebration,06/11/2024 03:00:00 PM,06/11/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   91 STREET between 5 AVENUE and MADISON AVENUE,Full,Full Street Closure,"8,","19,",40.78057,-73.9482211
797799,PS 527 Fall Festival,10/20/2024 11:00:00 AM,10/20/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   92 STREET between 1 AVENUE and 2 AVENUE,Full,Full Street Closure,"8,","19,",43.1521991,-77.5915718
792913,Homecoming Celebration,09/28/2024 09:30:00 AM,09/28/2024 03:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST   92 STREET between MADISON AVENUE and 5 AVENUE,Full,Full Street Closure,"8,","19,",40.7828,-73.9559
797595,CHN Annual Halloween Spooktacular,10/31/2024 04:00:00 PM,10/31/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST   92 STREET between PARK AVENUE and MADISON AVENUE,Full,Full Street Closure,"8,","19,",43.1521991,-77.5915718
772014,Family Day,08/03/2024 12:00:00 PM,08/03/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST   99 STREET between LEXINGTON AVENUE and PARK AVENUE,Full,Full Street Closure,"11,","23,",40.7273887,-73.9845283
779977,Washington Houses Family Empowerment Day,06/16/2024 12:00:00 PM,06/16/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST   99 STREET between SECOND AVENUE and THIRD AVENUE,Full,Full Street Closure,"11,","23,",40.7273887,-73.9845283
770219,Old Timers Block Party,08/10/2024 12:00:00 PM,08/10/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  100 STREET between 1 AVENUE and 2 AVENUE,Full,Full Street Closure,"11,","23,",40.7655572,-73.9765904
776218,June Block Party,06/22/2024 12:00:00 PM,06/22/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  100 STREET between 3 AVENUE and LEXINGTON AVENUE,Full,Full Street Closure,"11,","23,",40.7655572,-73.9765904
776147,Back To School Education Block Party,08/24/2024 11:00:00 AM,08/24/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  100 STREET between LEXINGTON AVENUE and PARK AVENUE,Full,Full Street Closure,"11,","23,",40.7655572,-73.9765904
791214,Family  Day,08/10/2024 11:30:00 AM,08/10/2024 06:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  101 STREET between 2 AVENUE and 1 AVENUE,Full,Full Street Closure,"11,","23,",40.7885,-73.9485
795985,Ethnic Festival  Back to School Book Bag Giveaway,08/28/2024 10:00:00 AM,08/28/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  104 STREET between 3 AVENUE and 2 AVENUE,Full,Full Street Closure,"11,","23,",43.1584072,-77.5989597
762600,Community Appreciation Day,08/31/2024 12:00:00 PM,08/31/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  104 STREET between LEXINGTON AVENUE and 3 AVENUE,Full,Full Street Closure,"11,","23,",40.7906,-73.9458
784499,Wilson Houses,08/17/2024 12:00:00 PM,08/17/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  105 STREET between 1 AVENUE and FDR DRIVE,Full,Full Street Closure,"11,","23,",40.7894413,-73.9417438
777178,2024 East Harlem Youth Fair,08/15/2024 12:30:00 PM,08/15/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  106 STREET between 3 AVENUE and LEXINGTON AVENUE,Full,Full Street Closure,"11,","23,",40.8053513,-73.9379238
781594,JungleGym 2024,07/26/2024 12:00:00 PM,07/26/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  106 STREET between LEXINGTON AVENUE and 3 AVENUE,Full,Full Street Closure,"11,","23,",40.8053513,-73.9379238
779600,Love Day 24,06/29/2024 11:00:00 AM,06/29/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  107 STREET between 5 AVENUE and MADISON AVENUE,Full,Full Street Closure,"11,","23,",40.7924,-73.9431
765019,109 st annual block party,07/06/2024 01:00:00 PM,07/06/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  109 STREET between MADISON AVENUE and FIFTH AVENUE,Full,Full Street Closure,"11,","23,",40.7931744,-73.9425348
774472,Dewitt Clinton Houses Family Day,09/07/2024 12:00:00 PM,09/07/2024 07:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,EAST  110 STREET between LEXINGTON AVENUE and PARK AVENUE,Full,Full Street Closure,"11,","23,",40.7622471,-73.9694737
784399,Lift Off Cannabis NYC - 4th Annual Juneteenth,06/15/2024 12:00:00 PM,06/15/2024 06:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  111 STREET between LEXINGTON AVENUE and PARK AVENUE,Full,Full Street Closure,"11,","23,",40.7946,-73.9396
780624,Maristany Way Anniversary Commemoration,07/13/2024 12:00:00 PM,07/13/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,EAST  111 STREET between PARK AVENUE and MADISON AVENUE,Full,Full Street Closure,"11,","23,",40.7946,-73.9396
